MAIN_ID	OTYPE	RA	DEC	COO_ERR_MAJA	COO_ERR_MINA	COO_ERR_ANGLE	PMRA	PMDEC	B	V	R	J	H	K	SP_TYPE	GALDIM_MAJAXIS	GALDIM_MINAXIS	GALDIM_ANGLE	BIBLIST
Cl* NGC  188    SMV   10378	*inCl	00 52 34.07	+85 07 39.7	80	60	0	-14.18	5.55	18.772	17.582	16.776	15.258	14.706	14.448	 	 	 	 	2
Cl* NGC  188    SMV   10383	*inCl	00 52 36.00	+85 08 49.3	80	60	177	-12.83	-10.18	21.512	19.898	18.6	15.533	15.099	14.795	 	 	 	 	2
Cl* NGC  188    SMV   10393	*inCl	00 52 38.41	+85 09 42.4	25.2	24	0	-12.26	2.91	21.969	20.793	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10394	*inCl	00 52 36.79	+85 07 50.7	6	4	0	-3.17	-0.58	21.536	20.07	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10398	*inCl	00 52 48.68	+85 18 17.8	40.7	38.7	0	-7.63	6.66	 	21.299	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10399	*inCl	00 52 45.55	+85 15 24.2	7.9	7.9	0	0.18	3.99	22.029	20.494	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10403	*inCl	00 52 43.54	+85 12 58.7	5.2	4.9	90	-5.51	0.27	21.392	19.927	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10405	*inCl	00 52 40.76	+85 10 13.3	8	6.4	0	-4.2	1.51	21.729	20.458	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10411	*inCl	00 52 51.70	+85 19 13.9	8.2	5.9	0	-0.4	4.26	21.574	21.03	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10412	*inCl	00 52 45.90	+85 14 02.0	6.5	6.3	90	4.24	-0.73	21.902	20.351	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10413	*inCl	00 52 37.45	+85 06 12.9	4.8	4.3	89	4.97	2.43	19.176	18.61	18.237	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10429	*inCl	00 52 46.64	+85 12 29.8	5	4.3	89	-6.95	0.67	20.858	19.804	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10432	*inCl	00 52 50.01	+85 14 49.2	5.1	4.5	90	-5.44	3.84	21.031	19.625	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10435	*inCl	00 52 44.68	+85 09 36.2	330	300	89	-4.03	2.84	18.052	17.373	16.946	16.126	16.029	15.89	 	 	 	 	2
Cl* NGC  188    SMV   10446	*inCl	00 53 02.28	+85 23 13.9	70	70	90	-5.12	-1.8	17.602	16.762	16.269	15.218	14.744	14.812	 	 	 	 	2
Cl* NGC  188    SMV   10447	*inCl	00 53 01.56	+85 22 39.8	8.7	6.3	0	2.95	0.74	21.937	20.408	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10448	*inCl	00 52 55.34	+85 17 11.4	41.1	36.5	90	-2.05	-3.28	 	20.734	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10450	*inCl	00 52 51.28	+85 13 04.0	230	200	126	-5.45	-0.59	20.249	18.958	18.159	16.603	15.955	15.52	 	 	 	 	2
Cl* NGC  188    SMV   10456	*inCl	00 52 54.99	+85 15 53.6	5.1	4.7	0	-0.81	1.02	21.314	19.918	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10467	*inCl	00 52 58.33	+85 17 43.8	10	7.5	89	3.12	1.35	21.902	20.618	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10471	*inCl	00 52 54.89	+85 14 37.0	5.2	4.7	90	-3.81	3.73	21.138	20.287	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10476	*inCl	00 52 55.70	+85 14 31.0	220	180	15	-4.22	0.1	21.39	19.857	18.9	16.526	15.946	 	 	 	 	 	2
Cl* NGC  188    SMV   10480	*inCl	00 53 05.11	+85 22 30.2	8.4	6.5	0	-8.35	5.02	21.845	20.357	 	 	 	 	 	 	 	 	2
Cl* NGC  188    PKM    5546	*inCl	00 53 08.10	+85 24 36.6	34.6	26.7	0	2.92	-4.22	21.512	20.528	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10484	*inCl	00 52 54.35	+85 12 38.4	3.8	3.3	89	-5.09	0.04	20.466	19.138	18.334	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10485	*inCl	00 53 02.46	+85 19 25.6	110	110	83	-3.77	1.76	17.708	17.157	16.79	15.941	15.716	 	 	 	 	 	2
Cl* NGC  188    SMV   10490	*inCl	00 53 04.87	+85 20 31.8	9.4	7.9	49	-3.31	2.79	21.997	20.746	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10491	*inCl	00 52 58.26	+85 14 55.1	16.8	10.2	0	-6.83	0.81	22.234	21.106	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10494	*inCl	00 53 00.45	+85 16 22.3	13.2	11.9	0	4.49	0.66	22.511	20.938	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10495	*inCl	00 53 10.77	+85 24 23.4	60	60	109	3.35	-4.28	19.948	18.45	17.419	15.167	14.463	14.357	 	 	 	 	2
Cl* NGC  188    SMV   10496	*inCl	00 52 50.07	+85 06 22.1	80	60	0	-17.14	7.53	18.464	17.242	16.396	14.825	14.275	14.057	 	 	 	 	2
Cl* NGC  188    SMV   10501	*inCl	00 52 51.16	+85 06 29.6	150	130	1	2.54	5.18	18.394	17.858	17.484	16.443	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10509	*inCl	00 52 59.72	+85 12 55.7	4.9	4.7	90	5.12	2.81	21.219	19.941	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10510	*inCl	00 53 05.24	+85 17 35.1	5.2	4.7	89	-4.14	4.66	20.645	19.945	19.378	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10513	*inCl	00 53 13.69	+85 23 43.2	130	90	0	-1.18	4.81	20.649	19.084	18.032	15.948	15.271	15.163	 	 	 	 	2
Cl* NGC  188    SMV   10528	*inCl	00 53 17.05	+85 23 38.8	5.9	4.8	0	-5.06	-1.8	21.31	19.813	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10532	*inCl	00 53 05.90	+85 14 10.7	70	70	0	-5.45	-0.4	17.851	17.002	16.496	15.387	15.122	14.992	 	 	 	 	2
Cl* NGC  188    SMV   10533	*inCl	00 52 56.70	+85 06 17.2	9	7.9	89	1.91	2.38	21.226	20.695	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10536	*inCl	00 53 16.45	+85 22 45.0	190	180	34	-2.92	-0.85	18.685	17.981	17.54	16.567	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10544	*inCl	00 53 12.29	+85 17 34.3	11.6	9.1	0	-1.81	3.45	21.22	20.238	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10551	*inCl	00 53 03.24	+85 09 27.2	4.3	3.3	0	-5.24	-0.57	19.797	18.591	17.821	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10558	*inCl	00 53 15.32	+85 18 42.7	280	260	87	-5.44	0.32	19.52	18.386	17.669	16.142	15.838	15.596	 	 	 	 	2
Cl* NGC  188    SMV   10561	*inCl	00 53 08.11	+85 12 37.9	6.8	6.1	103	-5.9	6.05	21.991	20.609	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10563	*inCl	00 53 04.56	+85 09 30.4	25.2	14.5	90	7.64	-1.91	21.976	21.333	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10566	*inCl	00 53 23.75	+85 24 21.5	250	240	170	2.65	-5.11	20.492	19.254	18.4	16.778	15.833	15.644	 	 	 	 	2
Cl* NGC  188    SMV   10570	*inCl	00 53 22.30	+85 22 06.6	110	70	1	28.9	-10.37	16.74	16.201	15.808	15.062	14.792	14.718	 	 	 	 	2
Cl* NGC  188    SMV   10581	*inCl	00 53 14.57	+85 14 49.4	210	180	16	-3.84	0.98	18.512	17.954	17.589	16.698	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10582	*inCl	00 53 25.08	+85 23 22.4	9.2	8	0	-6.14	1.26	21.416	20.741	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10585	*inCl	00 53 18.56	+85 17 53.3	110	90	175	-5.42	0.35	18.701	17.7	17.091	15.877	15.432	15.18	 	 	 	 	2
Cl* NGC  188    SMV   10588	*inCl	00 53 04.68	+85 06 15.2	280	260	86	-3.29	-0.46	21.326	19.873	18.7	16.454	16.025	15.771	 	 	 	 	2
Cl* NGC  188    SMV   10592	*inCl	00 53 25.74	+85 23 13.3	4.9	4.4	0	-1.88	1.71	20.177	19.497	19.101	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10596	*inCl	00 53 17.48	+85 15 42.0	110	90	178	-3.51	4.83	17.985	17.284	16.84	15.896	15.449	15.593	 	 	 	 	2
Cl* NGC  188    SMV   10604	*inCl	00 53 28.30	+85 23 11.8	8.4	6.6	0	5.44	-8.09	21.982	20.43	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10610	*inCl	00 53 15.89	+85 12 24.3	4.8	4.6	121	-0.77	0.81	21.319	19.96	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10611	*inCl	00 53 19.23	+85 14 58.1	90	70	177	-5.1	-0.1	17.729	16.879	16.367	15.156	14.884	14.745	 	 	 	 	2
Cl* NGC  188    PKM    5640	*inCl	00 53 24.20	+85 17 35.6	200	200	86	-5.34	0.34	19.776	18.566	17.799	16.498	15.685	15.324	 	 	 	 	2
Cl* NGC  188    SMV   10623	*inCl	00 53 20.16	+85 14 23.0	210	190	133	-5.19	-0.09	18.972	17.923	17.29	16.057	15.727	15.363	 	 	 	 	2
Cl* NGC  188    SMV   10636	*inCl	00 53 26.41	+85 17 55.0	90	60	179	-5.95	-0.36	17.629	16.694	16.136	15.063	14.58	14.457	 	 	 	 	2
Cl* NGC  188    SMV   10642	*inCl	00 53 34.96	+85 24 04.6	120	60	0	-18.85	6.74	19.683	18.165	17.127	14.995	14.232	14.048	 	 	 	 	2
Cl* NGC  188    SMV   10646	*inCl	00 53 18.36	+85 10 19.2	9.1	5.1	0	-2.64	2.76	20.68	20.092	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10653	*inCl	00 53 34.07	+85 21 04.5	330	300	0	-3.49	6.78	21.371	19.817	 	16.605	15.894	 	 	 	 	 	2
Cl* NGC  188    SMV   10654	*inCl	00 53 17.13	+85 07 34.8	120	80	177	-2.59	-1	18.907	17.884	17.25	16.022	15.323	15.412	 	 	 	 	2
Cl* NGC  188    SMV   10657	*inCl	00 53 22.43	+85 11 36.1	270	250	179	-6.4	0.76	18.834	17.934	17.405	16.157	15.938	15.78	 	 	 	 	2
Cl* NGC  188    SMV   10674	*inCl	00 53 33.66	+85 19 12.9	4.7	4	90	-5.11	3.38	19.139	18.556	18.19	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10682	*inCl	00 53 22.27	+85 08 52.4	9.6	9.1	90	 	 	17.898	17.116	16.67	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10689	*inCl	00 53 33.30	+85 15 50.5	4.2	3.9	90	-6.11	1.79	17.655	17.043	16.635	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10692	*inCl	00 53 33.82	+85 15 55.1	5.5	4.6	0	-9.83	24.25	17.461	16.729	16.3	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10698	*inCl	00 53 33.26	+85 14 43.7	90	70	177	-5.34	-0.12	17.561	16.746	16.26	15.175	14.89	14.572	 	 	 	 	2
Cl* NGC  188    SMV   10707	*inCl	00 53 44.35	+85 22 23.3	7.1	7	90	-4.5	1.69	21.514	20.71	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10709	*inCl	00 53 44.00	+85 22 06.4	5.9	5.6	0	-1.37	0.88	21.569	20.151	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10714	*inCl	00 53 37.80	+85 16 50.9	90	70	0	-3.12	2.01	17.818	16.943	16.42	15.31	14.878	14.853	 	 	 	 	2
Cl* NGC  188    SMV   10718	*inCl	00 53 35.74	+85 14 55.3	8.8	5.9	0	-2.84	4.61	22.136	20.543	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10734	*inCl	00 53 46.06	+85 20 25.0	230	220	175	-1.53	-1.2	20.862	19.38	18.4	16.367	15.729	15.396	 	 	 	 	2
Cl* NGC  188    SMV   10735	*inCl	00 53 37.36	+85 13 52.7	140	130	35	13.79	-4.43	20.028	18.746	17.918	16.05	15.309	15.225	 	 	 	 	2
Cl* NGC  188    SMV   10757	*inCl	00 53 41.05	+85 14 09.2	5	4.9	90	-1.03	-10.6	21.102	19.794	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10758	*inCl	00 53 45.08	+85 16 55.4	100	70	0	20.89	-5.38	21.306	19.665	 	15.658	14.956	14.696	 	 	 	 	2
Cl* NGC  188    SMV   10761	*inCl	00 53 39.45	+85 12 22.1	4.2	3.5	89	-3.75	1.85	19.993	19.144	18.648	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10762	*inCl	00 53 36.99	+85 09 59.5	5.4	5.4	93	-2.91	2.84	20.982	20.336	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10764	*inCl	00 53 39.61	+85 11 46.1	310	220	4	-7.25	3.13	20.286	18.979	18.3	16.531	16.134	15.554	 	 	 	 	2
Cl* NGC  188    SMV   10769	*inCl	00 53 52.17	+85 20 38.3	11.5	9.8	0	-1.16	1.72	22.059	20.539	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10770	*inCl	00 53 39.05	+85 10 34.3	30.5	15.2	90	4.63	-0.36	22.356	21.402	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10776	*inCl	00 53 56.99	+85 23 16.1	59.2	39.6	90	6.27	1.18	22.291	21.552	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10782	*inCl	00 53 44.38	+85 13 12.4	7.6	6.9	90	-4.46	4.98	22.013	20.43	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10786	*inCl	00 53 48.66	+85 15 41.9	80	60	178	-5.46	-0.1	18.154	17.114	16.463	15.221	14.595	14.519	 	 	 	 	2
Cl* NGC  188    SMV   10791	*inCl	00 53 42.49	+85 10 29.4	190	160	172	-12.82	-1.21	21.173	19.54	18.5	16.246	15.522	15.217	 	 	 	 	2
Cl* NGC  188    SMV   10817	*inCl	00 53 47.60	+85 11 31.3	260	250	156	0.08	-4.7	20.437	19.076	18.1	16.417	15.935	15.676	 	 	 	 	2
Cl* NGC  188    SMV   10821	*inCl	00 53 49.01	+85 12 12.0	250	250	0	-3.4	2.47	22.071	20.553	 	16.863	15.823	15.658	 	 	 	 	2
Cl* NGC  188    SMV   10826	*inCl	00 54 03.37	+85 22 13.5	160	130	174	-3.84	0.47	18.483	17.851	17.473	16.427	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10830	*inCl	00 53 55.04	+85 15 56.8	4.3	3.7	89	-3.56	3.01	20.196	19.64	19.112	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10831	*inCl	00 54 05.76	+85 23 29.4	120	80	0	-7.33	-0.92	17.558	16.878	16.473	15.531	14.992	15.401	 	 	 	 	2
Cl* NGC  188    SMV   10832	*inCl	00 54 00.63	+85 19 31.8	90	60	0	23.7	-19.29	19.242	17.69	16.503	13.826	13.175	12.916	 	 	 	 	2
Cl* NGC  188    SMV   10839	*inCl	00 53 56.65	+85 16 15.8	4.9	4.6	89	-3.23	3.54	20.226	19.495	19.101	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10841	*inCl	00 54 07.28	+85 23 39.5	6	5.8	90	-2.52	3.3	21.365	20.087	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10849	*inCl	00 53 52.26	+85 11 49.3	170	150	144	-2.21	-3.01	20.812	19.443	18.4	16.342	15.636	 	 	 	 	 	2
Cl* NGC  188    SMV   10863	*inCl	00 53 52.91	+85 09 59.9	250	220	178	-4.14	-0.37	20.024	18.785	17.97	16.426	15.865	15.576	 	 	 	 	2
Cl* NGC  188    SMV   10865	*inCl	00 53 58.14	+85 12 45.2	300	290	152	-4.05	1.66	18.991	18.092	17.564	16.554	15.938	15.844	 	 	 	 	2
Cl* NGC  188    SMV   10870	*inCl	00 54 06.04	+85 17 48.7	170	160	113	-4.73	0.38	20.563	19.24	18.365	16.595	15.665	 	 	 	 	 	2
Cl* NGC  188    SMV   10873	*inCl	00 54 06.09	+85 17 35.2	220	190	176	-6.82	9.75	21.997	20.413	 	16.061	15.533	15.348	 	 	 	 	2
Cl* NGC  188    SMV   10882	*inCl	00 53 55.55	+85 08 24.2	110	70	1	0.98	-2.81	20.079	18.657	17.704	15.823	15.302	14.937	 	 	 	 	2
Cl* NGC  188    SMV   10883	*inCl	00 53 59.07	+85 10 41.2	47.8	31.7	0	-4.05	-1.36	 	20.893	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10895	*inCl	00 54 18.36	+85 22 38.6	140	110	178	-5.52	-1.61	18.732	17.731	17.157	15.97	15.596	15.317	 	 	 	 	2
Cl* NGC  188    SMV   10899	*inCl	00 54 03.17	+85 11 45.9	250	220	100	-4.82	-0.28	20.49	19.144	18.268	16.542	16.159	 	 	 	 	 	2
Cl* NGC  188    SMV   10904	*inCl	00 54 11.94	+85 17 30.2	300	290	108	-5.99	0.75	20.764	19.363	18.469	16.593	15.736	15.877	 	 	 	 	2
Cl* NGC  188    SMV   10906	*inCl	00 54 07.01	+85 13 36.4	4.1	3.9	0	-8.18	9.99	20.127	19.125	18.442	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10912	*inCl	00 54 18.13	+85 20 36.8	21.4	19.4	90	3.6	7.88	21.401	20.917	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10921	*inCl	00 54 05.48	+85 10 16.9	170	160	157	-4.19	-0.85	19.981	18.746	17.974	16.381	15.574	 	 	 	 	 	2
Cl* NGC  188    SMV   10934	*inCl	00 54 24.15	+85 22 17.2	150	130	12	-5.17	-1.55	18.542	17.593	17.013	16.055	15.435	15.405	 	 	 	 	2
Cl* NGC  188    SMV   10940	*inCl	00 54 05.04	+85 08 43.2	5.1	4.1	89	-1.17	4.15	18.721	18.328	18.05	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10941	*inCl	00 54 04.02	+85 07 55.0	20.7	12.2	90	-6.4	4.96	21.586	20.598	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10947	*inCl	00 54 18.16	+85 16 52.9	140	140	0	5.33	7.84	21.363	19.739	 	16.041	15.346	15.065	 	 	 	 	2
Cl* NGC  188    SMV   10950	*inCl	00 54 25.48	+85 21 44.5	260	210	0	-3	0.58	21.175	19.649	18.607	16.464	16.078	15.409	 	 	 	 	2
Cl* NGC  188    SMV   10955	*inCl	00 54 25.42	+85 21 15.9	23.5	14.3	0	-7.68	10.67	22.73	21.084	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10958	*inCl	00 54 28.30	+85 22 33.8	250	230	129	-4.34	-0.3	18.558	17.764	17.298	16.269	15.581	15.595	 	 	 	 	2
Cl* NGC  188    SMV   10967	*inCl	00 54 09.49	+85 08 39.8	100	70	178	17.51	-3.76	20.965	19.403	18.253	15.65	14.924	14.978	 	 	 	 	2
Cl* NGC  188    SMV   10984	*inCl	00 54 12.39	+85 08 48.0	14.2	13.9	74	-1.14	-0.36	21.927	20.988	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10987	*inCl	00 54 17.27	+85 11 10.4	100	70	178	-12.04	-0.96	19.093	17.943	17.206	15.671	15.206	14.964	 	 	 	 	2
Cl* NGC  188    SMV   10989	*inCl	00 54 26.70	+85 16 50.8	80	60	177	5.36	7.45	20.081	18.53	17.463	15.292	14.744	14.472	 	 	 	 	2
Cl* NGC  188    SMV   10993	*inCl	00 54 23.27	+85 14 12.8	150	120	5	-17.34	-9.68	19.033	18.293	17.771	16.184	15.434	 	 	 	 	 	2
Cl* NGC  188    SMV   11000	*inCl	00 54 23.95	+85 13 30.5	12.5	11.1	0	0.33	6.03	22.11	20.555	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   11013	*inCl	00 54 23.01	+85 11 19.1	180	130	10	-4.68	-0.37	18.777	17.763	17.164	16.139	15.505	15.061	 	 	 	 	2
Cl* NGC  188    SMV   11026	*inCl	00 54 40.26	+85 21 13.2	110	80	3	-4.87	-1.51	19.026	17.97	17.322	15.879	15.282	15.059	 	 	 	 	2
Cl* NGC  188    SMV   11028	*inCl	00 54 35.16	+85 17 08.9	90	60	0	-3.94	1.8	17.458	16.635	16.121	15.043	14.636	14.655	 	 	 	 	2
Cl* NGC  188    SMV   11035	*inCl	00 54 25.33	+85 09 27.0	51.7	41.1	0	-0.77	-3.58	22.002	21.731	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   11039	*inCl	00 54 30.94	+85 12 51.4	260	240	164	-5.53	0.48	20.295	19.004	18.3	16.564	15.932	15.539	 	 	 	 	2
Cl* NGC  188    SMV   11060	*inCl	00 54 31.58	+85 10 10.3	210	190	177	9.14	2.43	20.925	19.405	18.4	16.261	15.574	15.315	 	 	 	 	2
Cl* NGC  188    SMV   11065	*inCl	00 54 38.36	+85 13 56.3	5.5	4.6	0	-5.36	-0.02	21.403	19.923	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   11068	*inCl	00 54 38.63	+85 13 23.1	33.1	29.5	90	0.58	11.22	 	21.383	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   11072	*inCl	00 54 31.63	+85 08 04.0	5.3	5.1	90	-2.2	4.51	21.007	20.236	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   11077	*inCl	00 54 32.02	+85 07 43.2	5.9	5.8	90	-3.22	1.75	20.752	20.192	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   11078	*inCl	00 54 38.46	+85 11 27.6	5	4.2	0	0.88	5.45	20.822	19.911	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   11081	*inCl	00 54 50.20	+85 18 57.1	58.1	53.8	90	3.5	10.37	22.15	21.403	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   11094	*inCl	00 54 45.32	+85 12 56.5	250	240	127	-6.84	5.99	18.708	17.906	17.436	16.19	15.867	15.611	 	 	 	 	2
Cl* NGC  188    SMV   11105	*inCl	00 54 53.33	+85 16 19.9	190	180	21	-6.12	3.88	19.856	18.752	18.097	16.757	 	 	 	 	 	 	2
Cl* NGC  188    SMV   11109	*inCl	00 54 42.65	+85 09 04.6	41.6	32.8	90	1.67	1.25	 	21.521	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   11110	*inCl	00 54 43.03	+85 09 15.7	100	70	0	-4.95	-0.65	17.944	17.068	16.558	15.338	14.903	14.88	 	 	 	 	2
Cl* NGC  188    SMV   11120	*inCl	00 55 02.41	+85 21 16.9	250	230	106	-3.49	-1.15	18.45	17.647	17.162	16.198	15.684	15.555	 	 	 	 	2
Cl* NGC  188    SMV   11128	*inCl	00 54 50.32	+85 13 10.2	6.7	6.3	0	-4.22	2.93	21.503	20.547	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   11134	*inCl	00 54 54.55	+85 15 27.5	4.3	3.9	89	-2.67	4.69	20.644	19.764	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   11136	*inCl	00 54 55.63	+85 15 58.4	18.4	13.4	90	 	 	 	19.166	18.343	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   11140	*inCl	00 55 04.47	+85 20 59.6	100	70	0	-5.09	-1.42	18.154	17.125	16.526	15.328	14.699	14.63	 	 	 	 	2
Cl* NGC  188    SMV   11148	*inCl	00 54 59.36	+85 17 21.4	52.8	42.8	0	-6.75	-2.7	 	21.722	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   11155	*inCl	00 54 57.17	+85 14 52.4	110	90	1	-5.34	0.11	18.532	17.58	17.016	15.787	15.48	15.377	 	 	 	 	2
Cl* NGC  188    SMV   11158	*inCl	00 54 57.93	+85 15 10.5	6.3	5.7	0	-3.47	1.95	21.008	20.446	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   11160	*inCl	00 55 04.01	+85 18 51.2	100	70	178	-5.04	2.28	19.431	18.11	17.247	15.527	14.854	14.935	 	 	 	 	2
Cl* NGC  188    SMV   11171	*inCl	00 54 53.53	+85 11 37.9	4	4	0	-0.79	2.35	19.865	18.813	18.152	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   11183	*inCl	00 54 55.42	+85 11 49.6	46.6	35.8	90	7.73	5.64	22.254	21.734	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   11184	*inCl	00 55 09.12	+85 20 24.0	21	9	90	-4.23	2.52	22.33	21.127	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   11197	*inCl	00 55 13.44	+85 21 41.7	3.6	3.5	0	-4.84	0.84	20.145	19.265	18.811	 	 	 	 	 	 	 	2
Cl* NGC  188    PKM    6161	*inCl	00 55 01.23	+85 14 06.9	5	4.7	0	-2.48	-1.11	20.74	19.739	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   11203	*inCl	00 55 13.97	+85 21 14.5	110	70	0	-4.49	0.54	17.723	16.946	16.478	15.377	15.162	14.956	 	 	 	 	2
Cl* NGC  188    SMV   11214	*inCl	00 55 06.98	+85 16 18.3	100	80	178	-5.37	-0.08	17.924	17.052	16.53	15.492	15.068	15.157	 	 	 	 	2
Cl* NGC  188    SMV   11224	*inCl	00 55 15.21	+85 20 24.1	100	60	0	12.34	-1.68	20.936	19.385	18.206	15.255	14.855	14.582	 	 	 	 	2
Cl* NGC  188    SMV   11226	*inCl	00 55 17.86	+85 21 36.6	160	150	178	4.02	2.24	21.289	19.702	18.7	16.461	15.482	15.56	 	 	 	 	2
Cl* NGC  188    SMV   11229	*inCl	00 55 13.47	+85 18 47.5	4.5	3.7	90	-2.39	1.21	20.251	19.464	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   11237	*inCl	00 55 00.26	+85 09 02.3	10.3	8.9	89	-2.63	2.95	21.46	20.404	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   11238	*inCl	00 55 15.87	+85 18 25.4	110	90	179	-4.73	0.35	18.525	17.559	16.981	15.762	15.515	15.32	 	 	 	 	2
Cl* NGC  188    SMV   11242	*inCl	00 55 11.10	+85 14 57.2	12	11.9	0	-5.81	-1.13	22.103	20.578	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   11247	*inCl	00 55 24.83	+85 21 55.4	110	80	1	-2.29	1.17	18.185	17.345	16.841	15.749	15.19	15.255	 	 	 	 	2
Cl* NGC  188    PKM    6101	*inCl	00 55 24.55	+85 21 43.4	4.7	3.9	0	-5.24	-0.3	21.303	19.828	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   11251	*inCl	00 55 13.53	+85 15 06.0	350	300	99	-9.61	-2.07	21.946	20.359	 	16.735	16.354	 	 	 	 	 	2
Cl* NGC  188    SMV   11255	*inCl	00 55 08.60	+85 11 08.2	6	5.5	90	7.02	2.81	21.341	19.983	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   11260	*inCl	00 55 12.06	+85 12 20.2	6	5.1	90	-3.58	1.37	21.066	20.085	 	 	 	 	 	 	 	 	2
